object_location,objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb
https://digital.ncdcr.gov/Documents/Detail/african-american-children-line-up-outside-of-albemarle-region-bookmobile/47212,blackhistory032,African-American children line up outside of Albemarle Region bookmobile,,,,,African-American children line up outside of Albemarle Region bookmobile,single-page; photograph,Albemarle Regional Library; Minorities--North Carolina; Women--North Carolina; Children--North Carolina; African Americans--North Carolina; Bookmobiles--North Carolina; Public libraries--North Carolina,"Albemarle, NC",,,,State Archives of North Carolina,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,,,tts_albemarle_photo_0007.tif,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/032_bookmobile_sm.jpg,/objects/thumbs/032_bookmobile_th.jpg
https://digital.ncdcr.gov/Documents/Detail/new-homemakers-of-america-activities-vocational-conference-photographs/64699,blackhistory033,New Homemakers of America: Activities--Vocational Conference--Photographs,1929-1984,y,North Carolina. Department of Public Instruction.,,"Photograph from a vocational conference. Future Homemakers of America collection, 1929-1984, includes correspondence, reports, news clippings, lists of officers, audits, programs, budgets, photographs, and other records on the history of Future Homemakers of America, New Homemakers of America, and Home Economics Related Occupations. New Homemakers of America, a club for African Americans, merged with Future Homemakers of America when school segregation ended.",multiple-page; photographs,African American girls; African Americans; African Americans--Segregation; Future Homemakers of America; Home demonstration work; Home economics--Study and teaching; Home economics--United States; Home economics--United States--History; Home economics--Vocational guidance; North Carolina Future Homemakers of America; Segregation; Women--Vocational guidance,"North Carolina, United States",,,,State Archives of North Carolina,Future Homemakers Associations,,SR.104.304,SR_DPI_DVE_FHA_B10F13_NHA_Vocational_Conf_Photos,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/033_nha_vocational_sm.jpg,/objects/thumbs/033_nha_vocational_th.jpg
https://digital.ncdcr.gov/Documents/Detail/new-homemakers-of-america-history-photographs-unidentified/82112,blackhistory034,New Homemakers of America: History--Photographs--Unidentified,1929-1984,y,North Carolina. Department of Public Instruction.,,"Unidentified photographs. Future Homemakers of America collection, 1929-1984, includes correspondence, reports, news clippings, lists of officers, audits, programs, budgets, photographs, and other records on the history of Future Homemakers of America, New Homemakers of America, and Home Economics Related Occupations. New Homemakers of America, a club for African Americans, merged with Future Homemakers of America when school segregation ended.",multiple-page; photographs,African American girls; African Americans; African Americans--Segregation; Future Homemakers of America; Home demonstration work; Home economics--Study and teaching; Home economics--United States; Home economics--United States--History; Home economics--Vocational guidance; North Carolina Future Homemakers of America; Segregation; Women--Vocational guidance,"North Carolina, United States",,,,State Archives of North Carolina,North Carolina. Department of Public Instruction.,,SR.104.304,SR_DPI_DVE_FHA_B9F10_NHA_History_Photos,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/034_nha_history_sm.jpg,/objects/thumbs/034_nha_history_th.jpg
https://digital.ncdcr.gov/Documents/Detail/state-supervisor-of-elementary-education-jeanes-miscellaneous-1910-1911-1933-1934-1952-1953/1119246?item=1119248,blackhistory035,"State Supervisor of Elementary Education: Jeanes, Miscellaneous, 1910, 1911, 1933, 1934, 1952, 1953",1910-1953,y,North Carolina. Department of Public Instruction.,,"These papers include correspondence, newsletters, reports, statistics, programs, and a photograph. Subjects include the Jeanes Fund, Jeanes teachers, teaching requirements, school visits, and issues in schools. The State Supervisor of Elementary Education in the Division of Negro Education travelled the state monitoring the quality of African American elementary schools, conducting meetings with school staff, organizing funding, and teaching demonstration classes.",multiple-page; photograph; letters,African Americans--Education; African Americans--Education (Higher); African Americans--Education--History; Education--North Carolina; Schools; Teachers,"Grambling, Louisiana; Raleigh, North Carolina",,,,State Archives of North Carolina,North Carolina. Department of Public Instruction.,,104.343,SR_DPI_DNE_ElemEd_Box5_Folder6,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/035_elemedjeanes_sm.jpg,/objects/thumbs/035_elemedjeanes_th.jpg
https://digital.ncdcr.gov/Documents/Detail/professor-jacobs-school-early-1900s/758176,blackhistory036,"Professor Jacob's School, early 1900s",1900,n,,,"Professor Jacob's School, African-American, students and teacher in front of school, early 1900's, Lake Waccamaw, NC, Columbus County. From the General Negative Collection, North Carolina State Archives, Raleigh, NC.",single-page; photograph,African Americans; African Americans--Education--North Carolina; African Americans--North Carolina--History,"Lake Waccamaw, North Carolina",34.285998,-78.505164,,State Archives of North Carolina,General Negative Collection. Audio Visual and Iconographic Materials. State Archives of North Carolina,,4.1.16.40 (Folder),N_89_1_71_ProfessorJacobsSchool,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/036_professorjacobsschool_sm.jpg,/objects/thumbs/036_professorjacobsschool_th.jpg
https://www.ncpedia.org/african-american-newspapers-north-carolina,blackhistory037,African American Newspapers in North Carolina,1827-present,y,"Gregory, Lisa",,Article about African American newspapers,single-page; article,African Americans; African Americans--North Carolina--History,,,,,NCpedia,State Library of NC.,,,/node/53241,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/037_black_newspapers_sm.jpg,/objects/thumbs/037_black_newspapers_th.jpg
https://digital.ncdcr.gov/Documents/Detail/photograph-rosenwald-fund-schoolhouse-unknown-location/974031,blackhistory038,"Photograph: Rosenwald Fund Schoolhouse, Unknown location",1900-1929,y,North Carolina. Department of Public Instruction.,,"Photograph, of an unknown Rosenwald Fund schoolhouse.",single-page; photograph,African Americans--Education; African Americans--Education--North Carolina; Education--North Carolina; Julius Rosenwald Fund; Julius Rosenwald Fund--Buildings; Schools,Unknown,,,,State Archives of North Carolina,Division of Negro Education: Special Subject File. Public Instruction Records. State Archives of North Carolina,,104.339,SR_DPI_DivNegroEdu_SpecialSubjectFile_Box8_RosenwaldFund_Photographs_034,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/038_rosenwaldschool34_sm.jpg,/objects/thumbs/038_rosenwaldschool34_th.jpg
https://digital.ncdcr.gov/Documents/Detail/photograph-the-old-johns-scotland-county-schoolhouse/974172,blackhistory039,"Photograph: the ""Old"" Johns, Scotland County Schoolhouse",1900-1929,y,North Carolina. Department of Public Instruction.,,"Photograph: the ""Old"" Johns, Scotland County Schoolhouse",single-page; photograph,African Americans--Education; African Americans--Education--North Carolina; Education--North Carolina; Julius Rosenwald Fund; Julius Rosenwald Fund--Buildings; Schools,"Johns, Scotland County, North Carolina",34.738494,-79.4914377,,State Archives of North Carolina,Division of Negro Education: Special Subject File. Public Instruction Records. State Archives of North Carolina,,104.339,SR_DPI_DivNegroEdu_SpecialSubjectFile_Box8_RosenwaldFund_Photographs_ScotlandCounty_04,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/039_rosenwaldschool43_sm.jpg,/objects/thumbs/039_rosenwaldschool43_th.jpg
https://www.ncpedia.org/anchor/african-american-involvement-wwi,blackhistory040,African American Involvement in World War I,1914-1918,y,"Davis, Sarajanee",,Article about African American soldiers who contributed to the war effort during World War I.,,African Americans; African Americans--North Carolina--History,,,,,ANCHOR,State Library of NC.,,,/node/31601,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/040_aa_wwi_sm.jpg,/objects/thumbs/040_aa_wwi_th.jpg
https://digital.ncdcr.gov/Documents/Detail/photograph-rosenwald-fund-schoolhouse-located-in-southern-pines-north-carolina/974135,blackhistory041,"Photograph: Rosenwald Fund Schoolhouse, Located in Southern Pines, North Carolina",1900-1929,y,North Carolina. Department of Public Instruction.,,"A photograph of a Rosenwald Fund schoolhouse built in Southern Pines, North Carolina.",single-page; photograph,African Americans--Education; African Americans--Education--North Carolina; Education--North Carolina; Julius Rosenwald Fund; Julius Rosenwald Fund--Buildings; Schools,"Southern Pines, North Carolina",35.174365,-79.397442,,State Archives of North Carolina,Division of Negro Education: Special Subject File. Public Instruction Records. State Archives of North Carolina,,104.339,SR_DPI_DivNegroEdu_SpecialSubjectFile_Box8_RosenwaldFund_Photographs_MooreCounty,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Image;StillImage,image/jpeg,eng,,image,/objects/small/041_rosenwaldschool54_sm.jpg,/objects/thumbs/041_rosenwaldschool54_th.jpg
https://www.ncpedia.org/anchor/thomas-peters-black-loyalist,blackhistory042,"Thomas Peters, Black Loyalist and African Nationalist",1738-1792,y,"Morrow, Megan",,An article about loyalist Thomas Peters,single-page; article,African Americans; African Americans--North Carolina--History,,,,,ANCHOR,State Library of NC.,,,/node/31571,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/042_thomaspeters_sm.jpg,/objects/thumbs/042_thomaspeters_th.jpg
https://digital.ncdcr.gov/Documents/Detail/general-correspondence-of-the-director-lumberton-school-strike-july-1946-june-1947/1061552,blackhistory043,"General Correspondence of the Director, Lumberton School Strike, July 1946 - June 1947",1946-1947,y,North Carolina. Department of Public Instruction.,,"Correspondence to and from Nathan Carter Newbold's office, the Director of the Division of Negro Education for the North Carolina State Department of Public Instruction from 1913 to 1950. The folder contains correspondence and newspaper clippings on the Lumberton School Strike, a protest against poor conditions within the two designated African American schools in Lumberton, North Carolina.",multiple-page; newspaper clippings; letters,African Americans--Education; African Americans--Education--History; African Americans--Education--North Carolina; Education--North Carolina; Rosenwald Schools; Schools,"Lumberton, North Carolina; Raleigh, North Carolina",,,,State Archives of North Carolina,Division of Negro Education: General Correspondence of the Director. Public Instruction Records. State Archives of North Carolina,,104.335,SR_DPI_DNE_Direc_Corr_Box16_Folder11,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/043_lumbertonnews_sm.jpg,/objects/thumbs/043_lumbertonnews_th.jpg
https://digital.ncdcr.gov/Documents/Detail/chief-justice-cheri-beasley-interview-2019-07-25-she.oh.011/1941383,blackhistory044,"Chief Justice Cheri Beasley Interview, 2019-07-25 [SHE.OH.011]",1966-,y,"Beasley, Cheri",,"Oral history interview with Cheri Beasley (b. 1966), the first Black female Chief Justice of the North Carolina Supreme Court. Interview conducted on July 25, 2019.",recording; audio,Admission to the bar; Appellate courts; Court administration; District courts; Judges; Judges--United States; Law schools; North Carolina. Supreme Court; Public defenders; Race discrimination; Women judges; Women's colleges,"Colorado, United States; Cumberland County, North Carolina; Research Triangle Park, North Carolina; Tennessee, United States; Wake County, North Carolina",,,,Internet Archive. State Archives of North Carolina.,She Changed the World Oral History Collection. State Archives of North Carolina,,SHE.OH.011,SHEOH_011,All rights for this interview held by State Archives of North Carolina. Contact Archives Registrar for permissions or publication information.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Sound,audio/wav,eng,,audio,,
https://digital.ncdcr.gov/Documents/Detail/delores-dee-todd-interview-2019-06-10-she.oh.009/1941380,blackhistory045,"DeLores (Dee) Todd Interview, 2019-06-10 [SHE.OH.009]",1948-,y,"Todd, Delores",,"Oral history interview with DeLores """"Dee"""" Todd (b. 1948), the first African-American female Assistant Commissioner of the ACC, and the first African-American woman to appear on a cereal box, among other career feats. Interview conducted on June 10, 2019.",recording; audio,African American athletic directors; African American women track and field athletes; College sports--Coaching; Olympics; Race discrimination; Women athletes; Women track and field athletes,"Atlanta, Georgia; Chicago, Illinois; Washington, District of Columbia, United States",,,,Internet Archive. State Archives of North Carolina.,She Changed the World Oral History Collection. State Archives of North Carolina,,SHE.OH.009,SHEOH_009,All rights for this interview held by State Archives of North Carolina. Contact Archives Registrar for permissions or publication information.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Sound,audio/wav,eng,,audio,,
https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2007-spring-v.46-no.2/3700448?item=5369774,blackhistory046,Challenging the Chain Stores,1928-1936,y,"Tolbert, Lisa",,Article about the Colored Merchants Association from the Tar Heel Junior Historian,multiple-page; article,"African American business enterprises--North Carolina--Winston-Salem; African American businesspeople; African American men; African Americans; African Americans--Business; African Americans--North Carolina--Winston-Salem--History; Businessmen; Grocery trade
","Winston-Salem, North Carolina; St. Louis, Missouri; San Francisco, California; New York City, New York; Ciaro, Egypt; Ghana, Africa",36.099861,-80.244217,,State Library of North Carolina,North Carolina Department of Natural and Cultural Resources,,,pubs_serial_6740319_tar2007v46n2,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/046_coloredmerchants_sm.jpg,/objects/thumbs/046_coloredmerchants_th.jpg
https://www.ncpedia.org/national-negro-business-league,blackhistory047,National Negro Business League,1900-,y,"Kenzer, Robert C.",,Article about the National Negro Business League,single-page; article,African American business enterprises--North Carolina--Winston-Salem; African American businesspeople; African American men; African Americans; African Americans--Business; African Americans--North Carolina--Winston-Salem--History; Businessmen; Grocery trade,"North Carolina, United States",,,,NCpedia,State Library of NC.,,,/node/51819,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/047_nationalnegrobusiness_sm.jpg,/objects/thumbs/047_nationalnegrobusiness_th.jpg
https://www.ncpedia.org/north-carolina-mutual-life-insuranc,blackhistory048,North Carolina Mutual Life Insurance Company,1899-,n,"Barfield, Rodney D. and John F. Ansley",,Article about the NC Mutucal Life Insurance Company,single-page; article,African American business enterprises--North Carolina--Durham; African American businesspeople--North Carolina--Durham; African Americans--Business; African Americans--North Carolina--Durham--History; Durham (N.C.); Industries--North Carolina--Durham; Insurance companies--North Carolina--Durham; North Carolina Mutual Life Insurance Company,"Durham, North Carolina",35.994034,-78.898621,,NCpedia,State Library of NC.,,,/node/51899,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/048_ncmutuallife_sm.jpg,/objects/thumbs/048_ncmutuallife_th.jpg
https://www.ncpedia.org/black-wall-street-durham-north-carolina,blackhistory049,"Black Wall Street, Durham, North Carolina",1906-1960s,y,"Hill, Michael",,Article about Parrish Street in Durham.,single-page; article,African American business enterprises--North Carolina--Durham; African American businesspeople--North Carolina--Durham; African Americans--Business; African Americans--North Carolina--Durham--History; Durham (N.C.); Industries--North Carolina--Durham,"Durham, North Carolina",35.99496,-78.89906,,NCpedia,State Library of NC.,,,/node/53499,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/049_blackwallstreet_sm.jpg,/objects/thumbs/049_blackwallstreet_th.jpg
https://www.ncpedia.org/african-americans/introduction,blackhistory050,African American People in North Carolina,1663-,y,"Alexander, Roberta Sue, Rodney D. Barfield, and Steven E. Nash",,Multi-part article about African Americans in North Carolina,single-page; article,African Americans; Enslaved persons--Emancipation; Enslaved persons--Emancipation--North Carolina; Enslaved persons--Emancipation--United States; Enslaved persons--Emancipation; Enslaved persons--Emancipation--North Carolina; Enslaved persons--Emancipation--United States,"North Carolina, United States",,,,NCpedia,State Library of NC.,,,/node/52537,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/050_africanamerican_sm.jpg,/objects/thumbs/050_africanamerican_th.jpg
https://www.ncpedia.org/freedmens-conventions,blackhistory051,Freedmen's Conventions,1865-1866,y,"Jones, H.G.",,Article about Freedmen's Conventions,single-page; article,African American history; African American men; African Americans; African Americans--History--1863-1877; Conventions; Freedmen; Freedmen--United States--19th century,"Raleigh, North Carolina",35.781547,-78.645536,,NCpedia,State Library of NC.,,,/node/51398,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/051_freedmensconvention_sm.jpg,/objects/thumbs/051_freedmensconvention_th.jpg
https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2008-fall-v.48-no.1/3700444?item=5370137,blackhistory052,African American Political Pioneers,1868,n,"Ijames, Earl",,Article about the Black Caucus of the Constitutional Convention of 1868 from the Tar Heel Junior Historian,multiple-page; article,"African American legislators; African American men; African Americans; African Americans--History--1863-1877; African Americans--North Carolina--History; African Americans--Politics and government; Constitutional conventions; Constitutional conventions--North Carolina; Free African Americans--North Carolina--History--19th century; North Carolina--History, African Americansl ","Raleigh, North Carolina",35.787743,-78.644257,,State Library of North Carolina,North Carolina Department of Natural and Cultural Resources,,,pubs_serial_6740319_tar2008v48n1,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/052_constconvention_sm.jpg,/objects/thumbs/052_constconvention_th.jpg
https://www.ncpedia.org/african-american-dance-ensemble,blackhistory053,African American Dance Ensemble,1984-,y,"Pertalion, Patricia L.",,Article about the African American Dance Ensemble in Durham,single-page; article,African American; African Americans--Race identity; Dance,"Durham, North Carolina",35.994034,-78.898621,,NCpedia,State Library of NC.,,,/node/50752,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/053_africanamericandance_sm.jpg,/objects/thumbs/053_africanamericandance_th.jpg
https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2002-spring-v.41-no.2/3700434?item=5369283,blackhistory054,African and African American Storytelling,,,"Wilson, Madafo Lloyd",,Article about the importance of stories in African American culture,multiple-page; article,African American; African American heritage; African American history; African American oral tradition--North Carolina; African Americans; African Americans--Folklore; African Americans--Folklore--African influences; African Americans--Race identity; Folk tales--African American,Africa; United States,,,,State Library of North Carolina,North Carolina Department of Natural and Cultural Resources,,,pubs_serial_6740319_tar2002v41n2,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/054_aa_stories_sm.jpg,/objects/thumbs/054_aa_stories_th.jpg
https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2002-spring-v.41-no.2/3700434?item=5369268,blackhistory055,North Carolina Stories and Storytellers,,,"Jones, Ron",,Article about stories and storytellers featuring a video of North Carolina native Jackie Torrence from the Tar Heel Junior Historian,multiple-page; article,African American heritage; African American oral tradition--North Carolina; African American women; African American women--Biography; African Americans and libraries; African Americans--Biography; African Americans--Folklore; African Americans--Folklore--Southern States; Folklore; Folklore and history--North Carolina; Folklorists; Folk tales--African American; North Carolina--Folklore,"North Carolina, United States",,,,State Library of North Carolina,North Carolina Department of Natural and Cultural Resources,,,pubs_serial_6740319_tar2002v41n2,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,Text,text/html,eng,,pdf,/objects/small/055_nc_storytellers_sm.jpg,/objects/thumbs/055_nc_storytellers_th.jpg
https://www.ncpedia.org/religion/african-methodist-episcopal-zion-church,blackhistory056,African Methodist Episcopal Zion Church,1796-,y,"Williams, Wiley J.",,Article about the AME church,single-page; article,African American churches; African Americans; African Americans--Religion,"North Carolina, United States",,,,NCpedia,State Library of NC.,,,/node/50755,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/056_amechurch_sm.jpg,/objects/thumbs/056_amechurch_th.jpg
https://www.ncpedia.org/rosenwald-fund,blackhistory057,Rosenwald Fund,1917-1948,y,"Johnson, K. Todd",,Article about the Rosewald Fund,single-page; article,African Americans--Education; African Americans--Education--North Carolina; Education--North Carolina; Julius Rosenwald Fund; North Carolina--Education; Rosenwald schools; Rosenwald schools--North Carolina; Schools,"Chapel Hill, North Carolina; Chicago, Illinois",,,,NCpedia,State Library of NC.,,,/node/52124,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/057_rosenwald_sm.jpg,/objects/thumbs/057_rosenwald_th.jpg
https://www.ncpedia.org/greensboro-four,blackhistory058,"Greensboro Four: David Richmond, Franklin McCain, Ezell Blair Jr. (Jibreel Khazan), Joe McNeil",1960-02-01,n,"Huaman, Jaime",,Article about the Greensboro Four,single-page; article,African American men; African American universities and colleges; African Americans; African Americans--Civil rights--History--20th century; African Americans--North Carolina--History; Civic participation: working for civil rights; Civil rights demonstrations--North Carolina--Greensboro; Civil rights movements--North Carolina--History--20th century,"Greensboro, North Carolina",36.072116,-79.790407,,NCpedia,State Library of NC.,,,/node/53799,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/058_greensborofour_sm.jpg,/objects/thumbs/058_greensborofour_th.jpg
https://ncpedia.org/biography/cooper-anna-julia-haywood,blackhistory059,"Cooper, Anna Julia",1858-1864,y,"Wegner, Ansley Herring",,Article about Anna Julia Cooper,single-page; article,African American authors; African American teachers; African American women; African American women--Biography; African American women teachers--Study and teaching--North Carolina; African Americans--Biography; African Americans--Folklore; African Americans--Folklore--Southern States; Feminists; Folklore; Women authors; Women teachers--United States,"Raleigh, North Carolina; Oberlin, Ohio; Washington, District of Columbia, United States",,,,NCpedia,State Library of NC.,,,/node/53539,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/059_annacooper_sm.jpg,/objects/thumbs/059_annacooper_th.jpg
https://ncpedia.org/north-carolina-freedom-park,blackhistory060,North Carolina Freedom Park,2023-06,n,"Bond, Mattison",,"Article about the Freedom Park in Raleigh, NC.",single-page; article,"African Americans; African American architects; African American history; African Americans; African Americans--History--North Carolina; African Americans--United States--History; North Carolina--History, African Americans; North Carolina Freedom Park (Raleigh, N.C.); Parks; Parks--North Carolina--Planning; Parks--North Carolina--Raleigh","Raleigh, North Carolina",35.783646,-78.637528,,NCpedia,State Library of NC.,,,/node/53137,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/060_freedompark_sm.jpg,/objects/thumbs/060_freedompark_th.jpg
https://www.ncpedia.org/simone-nina,blackhistory061,"Simone, Nina",1933-2003,y,"Franke, Matthew",,Article about musician Nina Simone,single-page; article,African American musicians; African American women; African American women--Biography; African Americans--Biography; African Americans--North Carolina; African Americans--Women musicians; Music; Musicians--North Carolina,"Tryon, North Carolina; Philadelphia, Pennsylvania; Switzerland; Carry-le-Rouet, France ",,,,NCpedia,State Library of NC.,,,/node/53652,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/061_ninasimone_sm.jpg,/objects/thumbs/061_ninasimone_th.jpg
https://www.ncpedia.org/Biography/angelou-maya,blackhistory062,Maya Angelou,1928-2014,y,"Horton, Emily; Agan, Kelly",,Article about Maya Angelou,single-page; article,African American authors; African American musicians; African American women; African American women artists; African American women--Biography; African Americans--Biography; African Americans--Civil rights; African Americans--Civil rights--History--20th century; Civic participation: working for civil rights; Civil rights movement; Women authors,"Winston-Salem, North Carolina; St. Louis, Missouri; San Francisco, California; New York City, New York; Ciaro, Egypt; Ghana, Africa",,,,NCpedia,State Library of NC.,,,/node/53698,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/062_mayaangelou_sm.jpg,/objects/thumbs/062_mayaangelou_th.jpg
https://www.ncpedia.org/biography/chavis-john,blackhistory063,"Chavis, John",1763-1838,y,"Parramore, Barbara M.",,Article about John Chavis,single-page; article,"African American men; African American soldiers--History; African American teachers; African Americans--Biography; African Americans--Education (Higher); African Americans--Educators; Black people--Education--North Carolina; Education -- North Carolina -- History; Education, Higher; Educators--North Carolina","Virginia, United States; Raleigh, North Carolina",,,,NCpedia,State Library of NC.,,,/node/50462,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/063_johnchavis_sm.jpg,/objects/thumbs/063_johnchavis_th.jpg
